filepath,relpath,dataset,split
data\processed\augmented\019\frame_0007_face_0_aug_1.jpg,019\frame_0007_face_0_aug_1.jpg,019,test
data\processed\augmented\019\frame_0018_face_0_aug_1.jpg,019\frame_0018_face_0_aug_1.jpg,019,test
data\processed\augmented\019\frame_0023_face_0_aug_1.jpg,019\frame_0023_face_0_aug_1.jpg,019,test
data\processed\augmented\019\frame_0000_face_0_aug_0.jpg,019\frame_0000_face_0_aug_0.jpg,019,test
data\processed\augmented\019\frame_0008_face_0_aug_2.jpg,019\frame_0008_face_0_aug_2.jpg,019,test
data\processed\augmented\019\frame_0013_face_0_aug_0.jpg,019\frame_0013_face_0_aug_0.jpg,019,test
data\processed\augmented\019\frame_0021_face_0_aug_2.jpg,019\frame_0021_face_0_aug_2.jpg,019,test
data\processed\augmented\019\frame_0003_face_0_aug_1.jpg,019\frame_0003_face_0_aug_1.jpg,019,test
data\processed\augmented\019\frame_0014_face_0_aug_2.jpg,019\frame_0014_face_0_aug_2.jpg,019,test
data\processed\augmented\019\frame_0027_face_0_aug_0.jpg,019\frame_0027_face_0_aug_0.jpg,019,test
data\processed\augmented\019\frame_0011_face_0_aug_2.jpg,019\frame_0011_face_0_aug_2.jpg,019,test
data\processed\augmented\019\frame_0018_face_0_aug_2.jpg,019\frame_0018_face_0_aug_2.jpg,019,test
data\processed\augmented\019\frame_0028_face_0_aug_2.jpg,019\frame_0028_face_0_aug_2.jpg,019,test
data\processed\augmented\01__hugging_happy\frame_0013_face_0_aug_1.jpg,01__hugging_happy\frame_0013_face_0_aug_1.jpg,01__hugging_happy,test
data\processed\augmented\01__hugging_happy\frame_0007_face_0_aug_1.jpg,01__hugging_happy\frame_0007_face_0_aug_1.jpg,01__hugging_happy,test
data\processed\augmented\01__hugging_happy\frame_0018_face_0_aug_1.jpg,01__hugging_happy\frame_0018_face_0_aug_1.jpg,01__hugging_happy,test
data\processed\augmented\01__hugging_happy\frame_0023_face_0_aug_1.jpg,01__hugging_happy\frame_0023_face_0_aug_1.jpg,01__hugging_happy,test
data\processed\augmented\01__hugging_happy\frame_0000_face_0_aug_0.jpg,01__hugging_happy\frame_0000_face_0_aug_0.jpg,01__hugging_happy,test
data\processed\augmented\01__hugging_happy\frame_0008_face_0_aug_2.jpg,01__hugging_happy\frame_0008_face_0_aug_2.jpg,01__hugging_happy,test
data\processed\augmented\01__hugging_happy\frame_0013_face_0_aug_0.jpg,01__hugging_happy\frame_0013_face_0_aug_0.jpg,01__hugging_happy,test
data\processed\augmented\01__hugging_happy\frame_0021_face_0_aug_2.jpg,01__hugging_happy\frame_0021_face_0_aug_2.jpg,01__hugging_happy,test
data\processed\augmented\01__hugging_happy\frame_0003_face_0_aug_1.jpg,01__hugging_happy\frame_0003_face_0_aug_1.jpg,01__hugging_happy,test
data\processed\augmented\01__hugging_happy\frame_0014_face_0_aug_2.jpg,01__hugging_happy\frame_0014_face_0_aug_2.jpg,01__hugging_happy,test
data\processed\augmented\01__hugging_happy\frame_0027_face_0_aug_0.jpg,01__hugging_happy\frame_0027_face_0_aug_0.jpg,01__hugging_happy,test
data\processed\augmented\01__hugging_happy\frame_0011_face_0_aug_2.jpg,01__hugging_happy\frame_0011_face_0_aug_2.jpg,01__hugging_happy,test
data\processed\augmented\01__hugging_happy\frame_0018_face_0_aug_2.jpg,01__hugging_happy\frame_0018_face_0_aug_2.jpg,01__hugging_happy,test
data\processed\augmented\01__hugging_happy\frame_0028_face_0_aug_2.jpg,01__hugging_happy\frame_0028_face_0_aug_2.jpg,01__hugging_happy,test
data\processed\augmented\01__kitchen_pan\frame_0018_face_0_aug_0.jpg,01__kitchen_pan\frame_0018_face_0_aug_0.jpg,01__kitchen_pan,test
data\processed\augmented\01__kitchen_pan\frame_0020_face_0_aug_2.jpg,01__kitchen_pan\frame_0020_face_0_aug_2.jpg,01__kitchen_pan,test
data\processed\augmented\01__kitchen_pan\frame_0000_face_0_aug_0.jpg,01__kitchen_pan\frame_0000_face_0_aug_0.jpg,01__kitchen_pan,test
data\processed\augmented\01__kitchen_pan\frame_0015_face_0_aug_0.jpg,01__kitchen_pan\frame_0015_face_0_aug_0.jpg,01__kitchen_pan,test
data\processed\augmented\01__kitchen_pan\frame_0001_face_0_aug_2.jpg,01__kitchen_pan\frame_0001_face_0_aug_2.jpg,01__kitchen_pan,test
data\processed\augmented\01__kitchen_pan\frame_0021_face_0_aug_0.jpg,01__kitchen_pan\frame_0021_face_0_aug_0.jpg,01__kitchen_pan,test
data\processed\augmented\01__kitchen_pan\frame_0005_face_0_aug_1.jpg,01__kitchen_pan\frame_0005_face_0_aug_1.jpg,01__kitchen_pan,test
data\processed\augmented\01__kitchen_pan\frame_0004_face_0_aug_0.jpg,01__kitchen_pan\frame_0004_face_0_aug_0.jpg,01__kitchen_pan,test
data\processed\augmented\01__kitchen_pan\frame_0021_face_0_aug_2.jpg,01__kitchen_pan\frame_0021_face_0_aug_2.jpg,01__kitchen_pan,test
data\processed\augmented\01__kitchen_pan\frame_0010_face_0_aug_0.jpg,01__kitchen_pan\frame_0010_face_0_aug_0.jpg,01__kitchen_pan,test
data\processed\augmented\01__kitchen_still\frame_0013_face_0_aug_1.jpg,01__kitchen_still\frame_0013_face_0_aug_1.jpg,01__kitchen_still,test
data\processed\augmented\01__kitchen_still\frame_0007_face_0_aug_1.jpg,01__kitchen_still\frame_0007_face_0_aug_1.jpg,01__kitchen_still,test
data\processed\augmented\01__kitchen_still\frame_0018_face_0_aug_1.jpg,01__kitchen_still\frame_0018_face_0_aug_1.jpg,01__kitchen_still,test
data\processed\augmented\01__kitchen_still\frame_0023_face_0_aug_1.jpg,01__kitchen_still\frame_0023_face_0_aug_1.jpg,01__kitchen_still,test
data\processed\augmented\01__kitchen_still\frame_0000_face_0_aug_0.jpg,01__kitchen_still\frame_0000_face_0_aug_0.jpg,01__kitchen_still,test
data\processed\augmented\01__kitchen_still\frame_0008_face_0_aug_2.jpg,01__kitchen_still\frame_0008_face_0_aug_2.jpg,01__kitchen_still,test
data\processed\augmented\01__kitchen_still\frame_0013_face_0_aug_0.jpg,01__kitchen_still\frame_0013_face_0_aug_0.jpg,01__kitchen_still,test
data\processed\augmented\01__kitchen_still\frame_0021_face_0_aug_2.jpg,01__kitchen_still\frame_0021_face_0_aug_2.jpg,01__kitchen_still,test
data\processed\augmented\01__kitchen_still\frame_0003_face_0_aug_1.jpg,01__kitchen_still\frame_0003_face_0_aug_1.jpg,01__kitchen_still,test
data\processed\augmented\01__kitchen_still\frame_0014_face_0_aug_2.jpg,01__kitchen_still\frame_0014_face_0_aug_2.jpg,01__kitchen_still,test
data\processed\augmented\01__kitchen_still\frame_0027_face_0_aug_0.jpg,01__kitchen_still\frame_0027_face_0_aug_0.jpg,01__kitchen_still,test
data\processed\augmented\01__kitchen_still\frame_0011_face_0_aug_2.jpg,01__kitchen_still\frame_0011_face_0_aug_2.jpg,01__kitchen_still,test
data\processed\augmented\01__kitchen_still\frame_0018_face_0_aug_2.jpg,01__kitchen_still\frame_0018_face_0_aug_2.jpg,01__kitchen_still,test
data\processed\augmented\01__kitchen_still\frame_0028_face_0_aug_2.jpg,01__kitchen_still\frame_0028_face_0_aug_2.jpg,01__kitchen_still,test
data\processed\augmented\01__outside_talking_pan_laughing\frame_0001_face_0_aug_1.jpg,01__outside_talking_pan_laughing\frame_0001_face_0_aug_1.jpg,01__outside_talking_pan_laughing,test
data\processed\augmented\01__outside_talking_pan_laughing\frame_0021_face_0_aug_0.jpg,01__outside_talking_pan_laughing\frame_0021_face_0_aug_0.jpg,01__outside_talking_pan_laughing,test
data\processed\augmented\01__outside_talking_pan_laughing\frame_0003_face_0_aug_1.jpg,01__outside_talking_pan_laughing\frame_0003_face_0_aug_1.jpg,01__outside_talking_pan_laughing,test
data\processed\augmented\01__outside_talking_pan_laughing\frame_0000_face_0_aug_0.jpg,01__outside_talking_pan_laughing\frame_0000_face_0_aug_0.jpg,01__outside_talking_pan_laughing,test
data\processed\augmented\01__outside_talking_pan_laughing\frame_0011_face_0_aug_2.jpg,01__outside_talking_pan_laughing\frame_0011_face_0_aug_2.jpg,01__outside_talking_pan_laughing,test
data\processed\augmented\01__outside_talking_pan_laughing\frame_0020_face_0_aug_1.jpg,01__outside_talking_pan_laughing\frame_0020_face_0_aug_1.jpg,01__outside_talking_pan_laughing,test
data\processed\augmented\01__outside_talking_pan_laughing\frame_0009_face_0_aug_1.jpg,01__outside_talking_pan_laughing\frame_0009_face_0_aug_1.jpg,01__outside_talking_pan_laughing,test
data\processed\augmented\01__outside_talking_pan_laughing\frame_0004_face_0_aug_0.jpg,01__outside_talking_pan_laughing\frame_0004_face_0_aug_0.jpg,01__outside_talking_pan_laughing,test
data\processed\augmented\01__outside_talking_pan_laughing\frame_0023_face_0_aug_0.jpg,01__outside_talking_pan_laughing\frame_0023_face_0_aug_0.jpg,01__outside_talking_pan_laughing,test
data\processed\augmented\01__outside_talking_pan_laughing\frame_0021_face_0_aug_1.jpg,01__outside_talking_pan_laughing\frame_0021_face_0_aug_1.jpg,01__outside_talking_pan_laughing,test
data\processed\augmented\01__outside_talking_pan_laughing\frame_0011_face_0_aug_1.jpg,01__outside_talking_pan_laughing\frame_0011_face_0_aug_1.jpg,01__outside_talking_pan_laughing,test
data\processed\augmented\01__outside_talking_pan_laughing\frame_0014_face_0_aug_0.jpg,01__outside_talking_pan_laughing\frame_0014_face_0_aug_0.jpg,01__outside_talking_pan_laughing,test
data\processed\augmented\01__outside_talking_still_laughing\frame_0013_face_0_aug_1.jpg,01__outside_talking_still_laughing\frame_0013_face_0_aug_1.jpg,01__outside_talking_still_laughing,test
data\processed\augmented\01__outside_talking_still_laughing\frame_0007_face_0_aug_1.jpg,01__outside_talking_still_laughing\frame_0007_face_0_aug_1.jpg,01__outside_talking_still_laughing,test
data\processed\augmented\01__outside_talking_still_laughing\frame_0018_face_0_aug_1.jpg,01__outside_talking_still_laughing\frame_0018_face_0_aug_1.jpg,01__outside_talking_still_laughing,test
data\processed\augmented\01__outside_talking_still_laughing\frame_0023_face_0_aug_1.jpg,01__outside_talking_still_laughing\frame_0023_face_0_aug_1.jpg,01__outside_talking_still_laughing,test
data\processed\augmented\01__outside_talking_still_laughing\frame_0000_face_0_aug_0.jpg,01__outside_talking_still_laughing\frame_0000_face_0_aug_0.jpg,01__outside_talking_still_laughing,test
data\processed\augmented\01__outside_talking_still_laughing\frame_0008_face_0_aug_2.jpg,01__outside_talking_still_laughing\frame_0008_face_0_aug_2.jpg,01__outside_talking_still_laughing,test
data\processed\augmented\01__outside_talking_still_laughing\frame_0013_face_0_aug_0.jpg,01__outside_talking_still_laughing\frame_0013_face_0_aug_0.jpg,01__outside_talking_still_laughing,test
data\processed\augmented\01__outside_talking_still_laughing\frame_0021_face_0_aug_2.jpg,01__outside_talking_still_laughing\frame_0021_face_0_aug_2.jpg,01__outside_talking_still_laughing,test
data\processed\augmented\01__outside_talking_still_laughing\frame_0003_face_0_aug_1.jpg,01__outside_talking_still_laughing\frame_0003_face_0_aug_1.jpg,01__outside_talking_still_laughing,test
data\processed\augmented\01__outside_talking_still_laughing\frame_0014_face_0_aug_2.jpg,01__outside_talking_still_laughing\frame_0014_face_0_aug_2.jpg,01__outside_talking_still_laughing,test
data\processed\augmented\01__outside_talking_still_laughing\frame_0027_face_0_aug_0.jpg,01__outside_talking_still_laughing\frame_0027_face_0_aug_0.jpg,01__outside_talking_still_laughing,test
data\processed\augmented\01__outside_talking_still_laughing\frame_0011_face_0_aug_2.jpg,01__outside_talking_still_laughing\frame_0011_face_0_aug_2.jpg,01__outside_talking_still_laughing,test
data\processed\augmented\01__outside_talking_still_laughing\frame_0018_face_0_aug_2.jpg,01__outside_talking_still_laughing\frame_0018_face_0_aug_2.jpg,01__outside_talking_still_laughing,test
data\processed\augmented\01__outside_talking_still_laughing\frame_0028_face_0_aug_2.jpg,01__outside_talking_still_laughing\frame_0028_face_0_aug_2.jpg,01__outside_talking_still_laughing,test
data\processed\augmented\01__walking_outside_cafe_disgusted\frame_0011_face_0_aug_1.jpg,01__walking_outside_cafe_disgusted\frame_0011_face_0_aug_1.jpg,01__walking_outside_cafe_disgusted,test
data\processed\augmented\01__walking_outside_cafe_disgusted\frame_0006_face_0_aug_0.jpg,01__walking_outside_cafe_disgusted\frame_0006_face_0_aug_0.jpg,01__walking_outside_cafe_disgusted,test
data\processed\augmented\01__walking_outside_cafe_disgusted\frame_0009_face_0_aug_2.jpg,01__walking_outside_cafe_disgusted\frame_0009_face_0_aug_2.jpg,01__walking_outside_cafe_disgusted,test
data\processed\augmented\01__walking_outside_cafe_disgusted\frame_0006_face_0_aug_2.jpg,01__walking_outside_cafe_disgusted\frame_0006_face_0_aug_2.jpg,01__walking_outside_cafe_disgusted,test
data\processed\augmented\01__walking_outside_cafe_disgusted\frame_0003_face_0_aug_2.jpg,01__walking_outside_cafe_disgusted\frame_0003_face_0_aug_2.jpg,01__walking_outside_cafe_disgusted,test
data\processed\augmented\020\frame_0009_face_0_aug_0.jpg,020\frame_0009_face_0_aug_0.jpg,020,test
data\processed\augmented\020\frame_0013_face_0_aug_1.jpg,020\frame_0013_face_0_aug_1.jpg,020,test
data\processed\augmented\020\frame_0008_face_0_aug_2.jpg,020\frame_0008_face_0_aug_2.jpg,020,test
data\processed\augmented\020\frame_0014_face_0_aug_1.jpg,020\frame_0014_face_0_aug_1.jpg,020,test
data\processed\augmented\020\frame_0008_face_0_aug_0.jpg,020\frame_0008_face_0_aug_0.jpg,020,test
data\processed\augmented\020\frame_0012_face_0_aug_1.jpg,020\frame_0012_face_0_aug_1.jpg,020,test
data\processed\augmented\020\frame_0004_face_0_aug_0.jpg,020\frame_0004_face_0_aug_0.jpg,020,test
data\processed\augmented\020\frame_0006_face_0_aug_1.jpg,020\frame_0006_face_0_aug_1.jpg,020,test
data\processed\augmented\021\frame_0016_face_0_aug_1.jpg,021\frame_0016_face_0_aug_1.jpg,021,test
data\processed\augmented\021\frame_0016_face_0_aug_0.jpg,021\frame_0016_face_0_aug_0.jpg,021,test
data\processed\augmented\022\frame_0011_face_0_aug_0.jpg,022\frame_0011_face_0_aug_0.jpg,022,test
data\processed\augmented\022\frame_0012_face_0_aug_0.jpg,022\frame_0012_face_0_aug_0.jpg,022,test
data\processed\augmented\022\frame_0001_face_0_aug_1.jpg,022\frame_0001_face_0_aug_1.jpg,022,test
data\processed\augmented\022\frame_0004_face_0_aug_1.jpg,022\frame_0004_face_0_aug_1.jpg,022,test
data\processed\augmented\022\frame_0010_face_0_aug_0.jpg,022\frame_0010_face_0_aug_0.jpg,022,test
data\processed\augmented\022\frame_0008_face_0_aug_2.jpg,022\frame_0008_face_0_aug_2.jpg,022,test
data\processed\augmented\023\frame_0007_face_0_aug_1.jpg,023\frame_0007_face_0_aug_1.jpg,023,test
data\processed\augmented\023\frame_0000_face_0_aug_0.jpg,023\frame_0000_face_0_aug_0.jpg,023,test
data\processed\augmented\023\frame_0015_face_0_aug_2.jpg,023\frame_0015_face_0_aug_2.jpg,023,test
data\processed\augmented\023\frame_0001_face_0_aug_1.jpg,023\frame_0001_face_0_aug_1.jpg,023,test
data\processed\augmented\023\frame_0017_face_0_aug_2.jpg,023\frame_0017_face_0_aug_2.jpg,023,test
data\processed\augmented\023\frame_0006_face_0_aug_0.jpg,023\frame_0006_face_0_aug_0.jpg,023,test
data\processed\augmented\023\frame_0003_face_0_aug_1.jpg,023\frame_0003_face_0_aug_1.jpg,023,test
data\processed\augmented\023\frame_0011_face_0_aug_0.jpg,023\frame_0011_face_0_aug_0.jpg,023,test
data\processed\augmented\023\frame_0014_face_0_aug_2.jpg,023\frame_0014_face_0_aug_2.jpg,023,test
data\processed\augmented\023\frame_0004_face_0_aug_0.jpg,023\frame_0004_face_0_aug_0.jpg,023,test
data\processed\augmented\023\frame_0010_face_0_aug_1.jpg,023\frame_0010_face_0_aug_1.jpg,023,test
data\processed\augmented\024\frame_0011_face_0_aug_2.jpg,024\frame_0011_face_0_aug_2.jpg,024,test
data\processed\augmented\024\frame_0004_face_0_aug_1.jpg,024\frame_0004_face_0_aug_1.jpg,024,test
data\processed\augmented\024\frame_0008_face_0_aug_2.jpg,024\frame_0008_face_0_aug_2.jpg,024,test
data\processed\augmented\024\frame_0010_face_0_aug_0.jpg,024\frame_0010_face_0_aug_0.jpg,024,test
data\processed\augmented\024\frame_0005_face_0_aug_1.jpg,024\frame_0005_face_0_aug_1.jpg,024,test
data\processed\augmented\024\frame_0010_face_0_aug_1.jpg,024\frame_0010_face_0_aug_1.jpg,024,test
data\processed\augmented\02__exit_phone_room\frame_0014_face_0_aug_2.jpg,02__exit_phone_room\frame_0014_face_0_aug_2.jpg,02__exit_phone_room,test
data\processed\augmented\02__exit_phone_room\frame_0007_face_0_aug_1.jpg,02__exit_phone_room\frame_0007_face_0_aug_1.jpg,02__exit_phone_room,test
data\processed\augmented\02__exit_phone_room\frame_0011_face_0_aug_2.jpg,02__exit_phone_room\frame_0011_face_0_aug_2.jpg,02__exit_phone_room,test
data\processed\augmented\02__exit_phone_room\frame_0013_face_0_aug_0.jpg,02__exit_phone_room\frame_0013_face_0_aug_0.jpg,02__exit_phone_room,test
data\processed\augmented\02__exit_phone_room\frame_0008_face_0_aug_1.jpg,02__exit_phone_room\frame_0008_face_0_aug_1.jpg,02__exit_phone_room,test
data\processed\augmented\02__exit_phone_room\frame_0013_face_0_aug_1.jpg,02__exit_phone_room\frame_0013_face_0_aug_1.jpg,02__exit_phone_room,test
data\processed\augmented\02__meeting_serious\frame_0013_face_0_aug_1.jpg,02__meeting_serious\frame_0013_face_0_aug_1.jpg,02__meeting_serious,test
data\processed\augmented\02__meeting_serious\frame_0007_face_0_aug_1.jpg,02__meeting_serious\frame_0007_face_0_aug_1.jpg,02__meeting_serious,test
data\processed\augmented\02__meeting_serious\frame_0018_face_0_aug_1.jpg,02__meeting_serious\frame_0018_face_0_aug_1.jpg,02__meeting_serious,test
data\processed\augmented\02__meeting_serious\frame_0023_face_0_aug_1.jpg,02__meeting_serious\frame_0023_face_0_aug_1.jpg,02__meeting_serious,test
data\processed\augmented\02__meeting_serious\frame_0000_face_0_aug_0.jpg,02__meeting_serious\frame_0000_face_0_aug_0.jpg,02__meeting_serious,test
data\processed\augmented\02__meeting_serious\frame_0008_face_0_aug_2.jpg,02__meeting_serious\frame_0008_face_0_aug_2.jpg,02__meeting_serious,test
data\processed\augmented\02__meeting_serious\frame_0013_face_0_aug_0.jpg,02__meeting_serious\frame_0013_face_0_aug_0.jpg,02__meeting_serious,test
data\processed\augmented\02__meeting_serious\frame_0021_face_0_aug_2.jpg,02__meeting_serious\frame_0021_face_0_aug_2.jpg,02__meeting_serious,test
data\processed\augmented\02__meeting_serious\frame_0003_face_0_aug_1.jpg,02__meeting_serious\frame_0003_face_0_aug_1.jpg,02__meeting_serious,test
data\processed\augmented\02__meeting_serious\frame_0014_face_0_aug_2.jpg,02__meeting_serious\frame_0014_face_0_aug_2.jpg,02__meeting_serious,test
data\processed\augmented\02__meeting_serious\frame_0027_face_0_aug_0.jpg,02__meeting_serious\frame_0027_face_0_aug_0.jpg,02__meeting_serious,test
data\processed\augmented\02__meeting_serious\frame_0011_face_0_aug_2.jpg,02__meeting_serious\frame_0011_face_0_aug_2.jpg,02__meeting_serious,test
data\processed\augmented\02__meeting_serious\frame_0018_face_0_aug_2.jpg,02__meeting_serious\frame_0018_face_0_aug_2.jpg,02__meeting_serious,test
data\processed\augmented\02__meeting_serious\frame_0028_face_0_aug_2.jpg,02__meeting_serious\frame_0028_face_0_aug_2.jpg,02__meeting_serious,test
data\processed\augmented\02__podium_speech_happy\frame_0013_face_0_aug_1.jpg,02__podium_speech_happy\frame_0013_face_0_aug_1.jpg,02__podium_speech_happy,test
data\processed\augmented\02__podium_speech_happy\frame_0007_face_0_aug_1.jpg,02__podium_speech_happy\frame_0007_face_0_aug_1.jpg,02__podium_speech_happy,test
data\processed\augmented\02__podium_speech_happy\frame_0018_face_0_aug_1.jpg,02__podium_speech_happy\frame_0018_face_0_aug_1.jpg,02__podium_speech_happy,test
data\processed\augmented\02__podium_speech_happy\frame_0023_face_0_aug_1.jpg,02__podium_speech_happy\frame_0023_face_0_aug_1.jpg,02__podium_speech_happy,test
data\processed\augmented\02__podium_speech_happy\frame_0000_face_0_aug_0.jpg,02__podium_speech_happy\frame_0000_face_0_aug_0.jpg,02__podium_speech_happy,test
data\processed\augmented\02__podium_speech_happy\frame_0008_face_0_aug_2.jpg,02__podium_speech_happy\frame_0008_face_0_aug_2.jpg,02__podium_speech_happy,test
data\processed\augmented\02__podium_speech_happy\frame_0013_face_0_aug_0.jpg,02__podium_speech_happy\frame_0013_face_0_aug_0.jpg,02__podium_speech_happy,test
data\processed\augmented\02__podium_speech_happy\frame_0021_face_0_aug_2.jpg,02__podium_speech_happy\frame_0021_face_0_aug_2.jpg,02__podium_speech_happy,test
data\processed\augmented\02__podium_speech_happy\frame_0003_face_0_aug_1.jpg,02__podium_speech_happy\frame_0003_face_0_aug_1.jpg,02__podium_speech_happy,test
data\processed\augmented\02__podium_speech_happy\frame_0014_face_0_aug_2.jpg,02__podium_speech_happy\frame_0014_face_0_aug_2.jpg,02__podium_speech_happy,test
data\processed\augmented\02__podium_speech_happy\frame_0027_face_0_aug_0.jpg,02__podium_speech_happy\frame_0027_face_0_aug_0.jpg,02__podium_speech_happy,test
data\processed\augmented\02__podium_speech_happy\frame_0011_face_0_aug_2.jpg,02__podium_speech_happy\frame_0011_face_0_aug_2.jpg,02__podium_speech_happy,test
data\processed\augmented\02__podium_speech_happy\frame_0018_face_0_aug_2.jpg,02__podium_speech_happy\frame_0018_face_0_aug_2.jpg,02__podium_speech_happy,test
data\processed\augmented\02__podium_speech_happy\frame_0028_face_0_aug_2.jpg,02__podium_speech_happy\frame_0028_face_0_aug_2.jpg,02__podium_speech_happy,test
data\processed\augmented\02__talking_against_wall\frame_0013_face_0_aug_1.jpg,02__talking_against_wall\frame_0013_face_0_aug_1.jpg,02__talking_against_wall,test
data\processed\augmented\02__talking_against_wall\frame_0007_face_0_aug_1.jpg,02__talking_against_wall\frame_0007_face_0_aug_1.jpg,02__talking_against_wall,test
data\processed\augmented\02__talking_against_wall\frame_0018_face_0_aug_1.jpg,02__talking_against_wall\frame_0018_face_0_aug_1.jpg,02__talking_against_wall,test
data\processed\augmented\02__talking_against_wall\frame_0023_face_0_aug_1.jpg,02__talking_against_wall\frame_0023_face_0_aug_1.jpg,02__talking_against_wall,test
data\processed\augmented\02__talking_against_wall\frame_0000_face_0_aug_0.jpg,02__talking_against_wall\frame_0000_face_0_aug_0.jpg,02__talking_against_wall,test
data\processed\augmented\02__talking_against_wall\frame_0008_face_0_aug_2.jpg,02__talking_against_wall\frame_0008_face_0_aug_2.jpg,02__talking_against_wall,test
data\processed\augmented\02__talking_against_wall\frame_0013_face_0_aug_0.jpg,02__talking_against_wall\frame_0013_face_0_aug_0.jpg,02__talking_against_wall,test
data\processed\augmented\02__talking_against_wall\frame_0021_face_0_aug_2.jpg,02__talking_against_wall\frame_0021_face_0_aug_2.jpg,02__talking_against_wall,test
data\processed\augmented\02__talking_against_wall\frame_0003_face_0_aug_1.jpg,02__talking_against_wall\frame_0003_face_0_aug_1.jpg,02__talking_against_wall,test
data\processed\augmented\02__talking_against_wall\frame_0014_face_0_aug_2.jpg,02__talking_against_wall\frame_0014_face_0_aug_2.jpg,02__talking_against_wall,test
data\processed\augmented\02__talking_against_wall\frame_0027_face_0_aug_0.jpg,02__talking_against_wall\frame_0027_face_0_aug_0.jpg,02__talking_against_wall,test
data\processed\augmented\02__talking_against_wall\frame_0011_face_0_aug_2.jpg,02__talking_against_wall\frame_0011_face_0_aug_2.jpg,02__talking_against_wall,test
data\processed\augmented\02__talking_against_wall\frame_0018_face_0_aug_2.jpg,02__talking_against_wall\frame_0018_face_0_aug_2.jpg,02__talking_against_wall,test
data\processed\augmented\02__talking_against_wall\frame_0028_face_0_aug_2.jpg,02__talking_against_wall\frame_0028_face_0_aug_2.jpg,02__talking_against_wall,test
data\processed\augmented\02__walking_and_outside_surprised\frame_0013_face_0_aug_1.jpg,02__walking_and_outside_surprised\frame_0013_face_0_aug_1.jpg,02__walking_and_outside_surprised,test
data\processed\augmented\02__walking_and_outside_surprised\frame_0007_face_0_aug_1.jpg,02__walking_and_outside_surprised\frame_0007_face_0_aug_1.jpg,02__walking_and_outside_surprised,test
data\processed\augmented\02__walking_and_outside_surprised\frame_0018_face_0_aug_1.jpg,02__walking_and_outside_surprised\frame_0018_face_0_aug_1.jpg,02__walking_and_outside_surprised,test
data\processed\augmented\02__walking_and_outside_surprised\frame_0023_face_0_aug_1.jpg,02__walking_and_outside_surprised\frame_0023_face_0_aug_1.jpg,02__walking_and_outside_surprised,test
data\processed\augmented\02__walking_and_outside_surprised\frame_0000_face_0_aug_0.jpg,02__walking_and_outside_surprised\frame_0000_face_0_aug_0.jpg,02__walking_and_outside_surprised,test
data\processed\augmented\02__walking_and_outside_surprised\frame_0008_face_0_aug_2.jpg,02__walking_and_outside_surprised\frame_0008_face_0_aug_2.jpg,02__walking_and_outside_surprised,test
data\processed\augmented\02__walking_and_outside_surprised\frame_0013_face_0_aug_0.jpg,02__walking_and_outside_surprised\frame_0013_face_0_aug_0.jpg,02__walking_and_outside_surprised,test
data\processed\augmented\02__walking_and_outside_surprised\frame_0021_face_0_aug_2.jpg,02__walking_and_outside_surprised\frame_0021_face_0_aug_2.jpg,02__walking_and_outside_surprised,test
data\processed\augmented\02__walking_and_outside_surprised\frame_0003_face_0_aug_1.jpg,02__walking_and_outside_surprised\frame_0003_face_0_aug_1.jpg,02__walking_and_outside_surprised,test
data\processed\augmented\02__walking_and_outside_surprised\frame_0014_face_0_aug_2.jpg,02__walking_and_outside_surprised\frame_0014_face_0_aug_2.jpg,02__walking_and_outside_surprised,test
data\processed\augmented\02__walking_and_outside_surprised\frame_0027_face_0_aug_0.jpg,02__walking_and_outside_surprised\frame_0027_face_0_aug_0.jpg,02__walking_and_outside_surprised,test
data\processed\augmented\02__walking_and_outside_surprised\frame_0011_face_0_aug_2.jpg,02__walking_and_outside_surprised\frame_0011_face_0_aug_2.jpg,02__walking_and_outside_surprised,test
data\processed\augmented\02__walking_and_outside_surprised\frame_0018_face_0_aug_2.jpg,02__walking_and_outside_surprised\frame_0018_face_0_aug_2.jpg,02__walking_and_outside_surprised,test
data\processed\augmented\02__walking_and_outside_surprised\frame_0028_face_0_aug_2.jpg,02__walking_and_outside_surprised\frame_0028_face_0_aug_2.jpg,02__walking_and_outside_surprised,test
data\processed\augmented\02__walking_down_indoor_hall_disgust\frame_0013_face_0_aug_1.jpg,02__walking_down_indoor_hall_disgust\frame_0013_face_0_aug_1.jpg,02__walking_down_indoor_hall_disgust,test
data\processed\augmented\02__walking_down_indoor_hall_disgust\frame_0007_face_0_aug_1.jpg,02__walking_down_indoor_hall_disgust\frame_0007_face_0_aug_1.jpg,02__walking_down_indoor_hall_disgust,test
data\processed\augmented\02__walking_down_indoor_hall_disgust\frame_0018_face_0_aug_1.jpg,02__walking_down_indoor_hall_disgust\frame_0018_face_0_aug_1.jpg,02__walking_down_indoor_hall_disgust,test
data\processed\augmented\02__walking_down_indoor_hall_disgust\frame_0023_face_0_aug_1.jpg,02__walking_down_indoor_hall_disgust\frame_0023_face_0_aug_1.jpg,02__walking_down_indoor_hall_disgust,test
data\processed\augmented\02__walking_down_indoor_hall_disgust\frame_0000_face_0_aug_0.jpg,02__walking_down_indoor_hall_disgust\frame_0000_face_0_aug_0.jpg,02__walking_down_indoor_hall_disgust,test
